0.6368891224,0.5465055176,0.9160839161,0.7958041958
0.6368891224,0.5465055176,0.7958041958,0.6755244755
0.6368891224,0.5465055176,0.6755244755,0.5552447552
0.6368891224,0.5465055176,0.5552447552,0.434965035
0.6368891224,0.5465055176,0.434965035,0.3146853147
0.6368891224,0.5465055176,0.3146853147,0.1944055944
0.6368891224,0.5465055176,0.1944055944,0.07412587413
0.5465055176,0.4561219128,0.9776223776,0.8573426573
0.5465055176,0.4561219128,0.8573426573,0.7370629371
0.5465055176,0.4561219128,0.7370629371,0.6167832168
0.5465055176,0.4561219128,0.6167832168,0.4965034965
0.5465055176,0.4561219128,0.4965034965,0.3762237762
0.5465055176,0.4561219128,0.3762237762,0.2559440559
0.5465055176,0.4561219128,0.2559440559,0.1356643357
0.5465055176,0.4561219128,0.1356643357,0.01538461538
0.4561219128,0.3657383079,0.9160839161,0.7958041958
0.4561219128,0.3657383079,0.7958041958,0.6755244755
0.4561219128,0.3657383079,0.6755244755,0.5552447552
0.4561219128,0.3657383079,0.5552447552,0.434965035
0.4561219128,0.3657383079,0.434965035,0.3146853147
0.4561219128,0.3657383079,0.3146853147,0.1944055944
0.4561219128,0.3657383079,0.1944055944,0.07412587413
0.3657383079,0.2753547031,0.9776223776,0.8573426573
0.3657383079,0.2753547031,0.8573426573,0.7370629371
0.3657383079,0.2753547031,0.7370629371,0.6167832168
0.3657383079,0.2753547031,0.6167832168,0.4965034965
0.3657383079,0.2753547031,0.4965034965,0.3762237762
0.3657383079,0.2753547031,0.3762237762,0.2559440559
0.3657383079,0.2753547031,0.2559440559,0.1356643357
0.3657383079,0.2753547031,0.1356643357,0.01538461538
0.2753547031,0.1849710983,0.9160839161,0.7958041958
0.2753547031,0.1870730426,0.7958041958,0.6755244755
0.2753547031,0.1870730426,0.6755244755,0.5552447552
0.2753547031,0.1870730426,0.5552447552,0.434965035
0.2753547031,0.1870730426,0.434965035,0.3146853147
0.2753547031,0.1870730426,0.3146853147,0.1944055944
0.2753547031,0.1870730426,0.1944055944,0.07412587413
0.1849710983,0.09458749343,0.9776223776,0.8573426573
0.1849710983,0.09668943773,0.8573426573,0.7370629371
0.1849710983,0.09668943773,0.7370629371,0.6167832168
0.1849710983,0.09668943773,0.6167832168,0.4965034965
0.1849710983,0.09668943773,0.4965034965,0.3762237762
0.1849710983,0.09668943773,0.3762237762,0.2559440559
0.1849710983,0.09668943773,0.2559440559,0.1356643357
0.1849710983,0.09668943773,0.1356643357,0.01538461538
0.09668943773,0.006305832895,0.9160839161,0.7958041958
0.09668943773,0.008407777194,0.7958041958,0.6755244755
0.09668943773,0.008407777194,0.6755244755,0.5552447552
0.09668943773,0.008407777194,0.5552447552,0.434965035
0.09668943773,0.008407777194,0.434965035,0.3146853147
0.09668943773,0.008407777194,0.3146853147,0.1944055944
0.09668943773,0.008407777194,0.1944055944,0.07412587413
